,username,profile_link,rating,review_title,review_body
10,Catherine,https://amazon.com/gp/profile/amzn1.account.AEJPC4QW22E3WIHDOKAZYGHNKZRQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,1.0,DUD!,Both sets of film I ordered had issues in the camera. I have used other film in my camera and it worked just fine. These both got stuck so....I ended paying WAY to much for film that never provided one photo! No option to return either
11,barb,https://amazon.com/gp/profile/amzn1.account.AEOYIDKDDANGMHQCZUXAZVZWO2BQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,3.0,"Dud photos, Yellow hue, Grainy quality","I bought two packs of these polaroid films, I bought them for my new polo roof lab that I had gotten for Christmas. I was super excited to use them; however, when I put them into my lab, One of the photos ejected when It wasn’t supposed to, and developed all wonky.  There were 4 other dud photos in one pack (which there is only 8). Film is super expensive so I was upset when I only got to use half of what I paid for. The other pack I had seemed to work fine but the image develops very yellow and grainy."
12,angel alaniz,https://amazon.com/gp/profile/amzn1.account.AGPZYCKN2IBDABJFTC6UM7ACNFOA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,2.0,Issues with printing,"Quality is what you would expect from a Polaroid. Unfortunately for some odd reason, BOTH packs of film had an issue with the 4th to the last photos. When the photo came out a second photo came out and both photos were ruined. Maybe a defect, but for both packs to mess up in the same spot is just sad."
13,Anjelica,https://amazon.com/gp/profile/amzn1.account.AEYJDVLZK6KDKQ3RRPAPL3Q4NMUA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,1.0,Expired film,The film was expired! It expired in October of 2020 when I only ordered it 2 days ago. I didn’t notice it till after I opened the boxes and used the film which is partially my fault for not noticing but also I’ve ordered the same brand of film from Amazon several times before and it’s never been expired. The pictures usually come out pretty good but in this case The photos were very warped in some places and overall the film had this yellow tinge to it. Needless to say I’m pretty disappointed with this. Next time please don’t send expired film it’s such a waste.
14,Tomas Cruz,https://amazon.com/gp/profile/amzn1.account.AEIERESX4G3R2NMZQHFPZC745PJQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,1.0,Very low quality pictures,"The pictures are very low quality, they do not look vintage, they look bad, there is no color on them, there are white and black spots all over the pictures, specially near the frame.I would not recommend buying this film."
15,J. Kruse,https://amazon.com/gp/profile/amzn1.account.AHVITRMQ6OWB6D6VC4X5MWASSBJA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,5.0,Don’t buy here!,"This film is great, and you can get some really cool shots with it - however, you should buy it directly from Polaroid! Amazon sent me a pack that was months old, had not been stored properly, and the box looked like it had been smashed in transit (they packed it in a bubble envelope). This resulted in photos that came out washed out and did not develop evenly. Worst of all, a couple shots leaked chemicals all over the inside of the camera. So 5 stars for the film generally, zero stars for Amazon’s ability to properly sell it."
16,Steffany Ramirez,https://amazon.com/gp/profile/amzn1.account.AH7AABDY7XPVAKTGXZD7AZ6W4NWQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,3.0,More than half of the film was damaged,"I bought the 12 pack of color i-type film and was saddened to know that most of the film had splotches all over it, making most photos unrecognizable. I even noticed that sometimes 2 photos would come out at once, which is something I never experienced elsewhere. It's unfortunate because I purchased bulk so that I could use over time, so I wasn't able to return like typical items."
17,joshua p sines,https://amazon.com/gp/profile/amzn1.account.AF3GM2Q4AHCUFENAFFQYBCAXCYOA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,2.0,Disappointed,One pack first half had what I can only assume was light damage? Price per picture pretty high for what you get.
18,Something,https://amazon.com/gp/profile/amzn1.account.AGZXCQD4S5F7NKCVXNCN3N4ZAO5Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,3.0,Expensive hold over that kids enjoy.,Expensive instant photos that do not turn out anywhere near as well as you could do with a small photo printer or similar.
19,Amazon Customer,https://amazon.com/gp/profile/amzn1.account.AH6WHH6HHP2OK36V5HZQIT7B5UVQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,2.0,Way Overpriced for a Dull Product,This film is incredibly overpriced for its lack of quality. I was used to the beautiful image of the Polaroid from my childhood. The photos now are dull in color. They have no contrast and the white balance is off. They lack any crisp definition. And they are incredibly overpriced. Even in bulk you are paying close to $2 per image and that’s too much. When you compare that to the cost of color film it just doesn’t work.The only this is you have no choice for compatibility for your Polaroid camera.
20,Bri Warriax,https://amazon.com/gp/profile/amzn1.account.AGCKUZX5B3QETOPZRYLK7VC6TW5Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,5.0,Love it!,Defiantly will be buying more. The colors are so vibrant and beautiful
21,Summer,https://amazon.com/gp/profile/amzn1.account.AFKCPTTDNTIGBLPI36CKFKQORYWQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,1.0,Boo and no refund without product?!,All of my pictures developed with ink blotted all over them. Threw them away after I went through 6 pictures that wouldn't come put correctly. Switched my film and it worked fine. What a waste of my $ and they won't refund me without the product? I threw the pictures away when I was upset that they didn't develop!
22,Gloria,https://amazon.com/gp/profile/amzn1.account.AGN6JINKUPNFRSMYNHFTXAC7QOBA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,3.0,Good film though,"There was a label said “not for individual sell” but they are def sold individually. I have nowhere to report this. It is more expensive than buying a combination ones on other place. The films works fine though, and they just need to be keep in the frige all the time until the 12h before you are going to use it."
23,Danielle,https://amazon.com/gp/profile/amzn1.account.AHYWD7GRS4ZBEQE4Q4PUJK5DKXSA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,4.0,Good photo,Picture quality is good for a Polaroid. I like the concept of a Polaroid more than the picture quality. Make sure you have good lighting and you hide it from light directly after and you get a good picture.
24,stretch,https://amazon.com/gp/profile/amzn1.account.AELTL4W446GPWQ3OUDOZ2CRL7MDA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,2.0,maybe my fault,"if you need 600 film , MAKE SURE , the camera does NOT need 600 PLUS film wasted all money for big shot camera and  I type film what i need to order is 600 plus all I can find is film  EXPIRED  1989"
25,Nadim K.,https://amazon.com/gp/profile/amzn1.account.AE6F6UYX5CCYKNT2P2IJALWP6GYQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,1.0,Defective film,"I bought the film with the camera back in May.  Three photos came out defective in a single pack.  I looked at the production date and it says Feb 2020.  So I got film that was already 4 months old, and when I went to use it before the 12 month expiry date they were already defective.  I’m left with 3 more packs that expire in Feb 2021."
26,Carla,https://amazon.com/gp/profile/amzn1.account.AEP3NSNH4ECVQ2TUGLAUX2YZKYGQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,5.0,Metallic color upgrade!,These are not cheap but the metallic color is such an upgrade from the typical plain white! We used this to rise Polaroids at our destination wedding and it was perfect.
27,Serenity,https://amazon.com/gp/profile/amzn1.account.AHKBSUPLYXLSKZZ7IIO2URSCZLMA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,5.0,Great buy if you're a Star wars fan !,So happy I able to get this in time. Literally within 24hrs of ordering. I can't wait to take them on my trip. It's a nice aesthetic to my v cosplay star wars  V day party.
28,Nina,https://amazon.com/gp/profile/amzn1.account.AEINYTICTJRCIY5ZZPNLOAESZG5Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,5.0,Great pics instantly,My grandaughter always asks me to get these for her. So I do. This double pak is a great value . She says they take awesome  pictures or all her friends up at coll.
29,Adam,https://amazon.com/gp/profile/amzn1.account.AGL3Q4TU5UMES5FVW34IUEBLHLPA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,5.0,Great pop of color for your photo frames,These frames are the best. They really make the pictures pop. It comes out in a random order but I haven't found any colors I don't like. Worth the money.
30,daphnedoobeedoo,https://amazon.com/gp/profile/amzn1.account.AFKGD4F6H2Q5EJ45VNQGD6LWKUBA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,4.0,Bad packaging,"The best value for me. However, I was upset that the packaging seemed like it was beaten down. I didn’t return it though because I needed to capture some memories for my daughter’s birthday. Some films has a bad print, I just kept the good ones."
31,jim stucki,https://amazon.com/gp/profile/amzn1.account.AELNKBSZH7PBTO3JEYPWMFUAYTEQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,5.0,kodak I film,"This film works as expected Ir u buy a one shot instant camera dont expect top quality photos Only expect convenience,  This film is fine ,use as directed"
32,TrinnyP,https://amazon.com/gp/profile/amzn1.account.AHVWA4QWWE3EJFPKQOMKGCXFKFNQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,3.0,OLD not GOLD,Some exposures came out with a LINE in the middle and even though previous comments said this ‘same thing’ I ignored it and bought anyway! I wish I would have listened  I wouldn’t buy these again ! Not worth the gamble!!!!!
33,Amazon Customer,https://amazon.com/gp/profile/amzn1.account.AG4HSR47K3JVOE74UKAO7XIJE2MQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,5.0,Film is good but pricey!,"The Polaroid film was good and seemed authentic, but it is very pricey.  No complaints about the product, but will not use as often as I would like because of cost."
34,Taylor Ingram,https://amazon.com/gp/profile/amzn1.account.AH6LHB4D5ZEF7OFGRO3H6VVQRBCQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,1.0,Came defective,"Want you guys to know the pack came defective.  As soon as I input it into the camera it wouldn't eject properly, I'm hoping it didn't mess my camera up.  I've shot about 5 packs with this camera so far, for the record."
35,MK,https://amazon.com/gp/profile/amzn1.account.AHEKK474VTEHEUE4JEKUZQI5CSIA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,1.0,Nah,Well....for the price this was incredibly disappointing. The film didn’t turn out— note the tear in the top right corner. Also..the contrast quality was underwhelming. I would never buy this product again.
36,Marc Cross,https://amazon.com/gp/profile/amzn1.account.AHFZFUAVR7O2QMKBYW6Z6WD3OUDQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,5.0,Amazing quality with a different take on traditional Polaroids.,"I really enjoyed this package of film, gives a different feel and I have bought two more orders of it. Cannot wait to use the film!"
37,Amy B.,https://amazon.com/gp/profile/amzn1.account.AFKAYIE5T5DJMPPAZGJVW5BLFGSQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,2.0,Every time I buy the last pictures always have weird burn marks,"I love polaroid pictures but am so disappointed when you get a faulty pack with the burn marks, this is the second time this has happened. It's not like the film is cheap to buy! Amazon are good and always send me a replacement but it's just annoying it happens in the first place."
38,Josh,https://amazon.com/gp/profile/amzn1.account.AGUT5DVNUPX32YTJ6RYTHPHBZDXQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,1.0,Review is for the seller and not the I-color film,"I got a Polaroid camera for Christmas and ordered this film. I was excited to start taking pictures until I realized the first four pictures came out of the camera on damaged film. There is another review that has pictures of spots where there is no image or film in that part of the picture, and that is how mine looks along with some white webbing. Very disappointed."
39,jasmen Davoodimasihi,https://amazon.com/gp/profile/amzn1.account.AHGTICXC37ZJZY4AAWKHSB3H6NEQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,5.0,Very simple and easy to use,I can take a picture like vintage still it is easy fast and very helpful the simple quality thank you
40,Ivan,https://amazon.com/gp/profile/amzn1.account.AFVRHV3ISGNQ25WS2MEOJQFNT3EA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,5.0,Good pics,Light sensitive
41,Ana,https://amazon.com/gp/profile/amzn1.account.AFGLULS67CCO36P6WBYGJB3R7OAQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,1.0,Terrible product,Terrible product two packages of the film are ruined for some reason. One gave me all blacked up pictures and the other does not release the pictures. I tried my camera with other packages of film and it worked just fine
42,Caroline,https://amazon.com/gp/profile/amzn1.account.AESXFRFSILSJEM5YUCQWX47LAYPQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,1.0,BAD FILM - NOTHING BUT BLACK IMAGES,"Waste of money...no image just black, the film must be bad. Shot images outside on sunny day so it was not lack of lighting. I have not opened my second pack, but I am not hopeful."
43,S. Chandler,https://amazon.com/gp/profile/amzn1.account.AE7QK7U3LK52T5SEFFKLMWPLGE4A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,5.0,Green Hue,Pictures are good but come out with a green hue. Definitely better than instax mini
44,bee,https://amazon.com/gp/profile/amzn1.account.AEM4EQLXKKMR73TFRJGJPADM4I7A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,5.0,Good quality,Love how my pictures come out ! Leaves them looking vintage. I already bought this product twice . Might just have to place a bigger purchase (:
45,Sammy Toke,https://amazon.com/gp/profile/amzn1.account.AE4PL7BXG5D7NSTD4WMZ63PMHGFQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,5.0,Great quality,Little better pricing than what’s at Walmart but same great quality
46,Bridgette Meno,https://amazon.com/gp/profile/amzn1.account.AG6OYHYAD2FUOSVPQQ5SZCK4Y3AQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,3.0,Damaged?,4 of my photos were ruined came out completely black.
47,dennis j. hanson,https://amazon.com/gp/profile/amzn1.account.AEBZLGQUSR7WTW3DTTJ3KBWLITRQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,1.0,"Too dark, poor quality",Very disappointed. Qualuty nothing like old Polaroid cameras of the 90s.
48,Cely,https://amazon.com/gp/profile/amzn1.account.AGYCDVTXXKYSHOZLKU7XIO32RZMQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,5.0,Good,"Good product. I can’t figure out if the color is like this normally or if I can’t figure out the camera to get it brighter. They Polaroid is cute. I’ve only used 1 packet, so hopefully they’re all good and work well."
49,Natasha,https://amazon.com/gp/profile/amzn1.account.AFI2RLNGW3A6A3LRUNZ5CHY2P2BA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,1.0,Dark photos and waste of money.,All of my photos came out dark! No matter what lighting I was in. Wasted money in the garbage. Makes me sad cause I wanted to hang photos on my fridge.
50,Amazon Customer,https://amazon.com/gp/profile/amzn1.account.AGE5KCLXWHR4UJB672PZKUIAJY7Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,5.0,Great film!,"I was a bit worried from all the reviews I was going to get bad film, but everything was fine! My film was produced on 10/20 so it still had some time before it expired."
51,Ashley Kahliyah,https://amazon.com/gp/profile/amzn1.account.AFWZNVQJSYN3SGOJD2GS5IFVGCEA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,5.0,Classic Polaroid,Classic Polaroid. Worked perfectly.
52,Melissa,https://amazon.com/gp/profile/amzn1.account.AFZ665RJKREMYINLLHEQ2RNYCZYA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,4.0,C-,Film didnt take very good pics.
53,Dakota,https://amazon.com/gp/profile/amzn1.account.AGGCMQKIOJWPS2LDMLJJVYBSVBCQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,5.0,Eh they r okay,These r always overpriced but they worked well
54,Christina Pastrano,https://amazon.com/gp/profile/amzn1.account.AHEZVD3VSY2UROS7DEEARACBFQQQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,5.0,Loves these pics,Great price great product
55,Amazon Customer,https://amazon.com/gp/profile/amzn1.account.AHFLNC5FWLRGB7DCOU7JKMO5BFSQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,1.0,Missing and used film opened box,Received this open used box. Only had 2 full boxes and I was supposed to receive 5. So I only got 16 pics and I was missing the remaining 24!! And someone sent 2 uses pics . Horrible . So dissatisfied with this .
56,Freya Dawn threadgill,https://amazon.com/gp/profile/amzn1.account.AHGTOIMSHGK6YQKIOAOPODJIRRFA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,2.0,Disappointed,I think the film got to hot. It looks off compared to film that didn’t get hot. quality isn’t great over all. A little disappointed
57,Morgan,https://amazon.com/gp/profile/amzn1.account.AEVGDKU3E2CH4FQLZZ3G7JPKAAIA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,5.0,Super Fun Colors,I love the wave patterns and it's a super fun spin on the product.
58,Simplicity63,https://amazon.com/gp/profile/amzn1.account.AEJSX37DNURHMD5O4FXFF7DNGP2A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,1.0,Picture Quality Is BAD. Doesn’t Develop.,The pic above is an example of how each picture came out.
59,Tracy,https://amazon.com/gp/profile/amzn1.account.AF6XCCS274NEA6QF2NOOK4RRIP5Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,5.0,Very Pretty,And the colors are cool.
60,Jio,https://amazon.com/gp/profile/amzn1.account.AHLZQMTVNPUHDLB5SXRZX3QB6FFA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,5.0,Awesome,Amazing variety to my photos.
61,Altermay,https://amazon.com/gp/profile/amzn1.account.AHIGWXVQMZUJ5UFG7JEVJXRK2LGQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,1.0,Wouldnt go in my camera,"Despite being the correct size for my camera, the film wouldnt go into my camera, I believe it may have been warped or broken somewhere, Id say your best bet is to just buy the film straight from polaroids website"
62,Marianggny,https://amazon.com/gp/profile/amzn1.account.AEEUL44TTIUJBT6DPZS2RSWHAJSQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,5.0,Las mejores fotos,Súper buenas
63,Amazon Customer,https://amazon.com/gp/profile/amzn1.account.AGQP3LBNZGAD67C2QRFRPBFKMWFA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,3.0,Beat up,"Have yet to actually try the film but it was extremely expensive. When it came in, the box was also super dented so I was pretty disappointed. Do not typically write reviews, but it was so beat up that I felt like this was something important to share."
64,Amazon Customer,https://amazon.com/gp/profile/amzn1.account.AFITCGFR4TUQCT74R3MORW3O5EVA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,5.0,Film,Gave as a gift
65,Wilfred.,https://amazon.com/gp/profile/amzn1.account.AETBDDLJO4XT6CBTDVTEFQ6K2HMA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,5.0,Emo Polaroid frames make me smile.,They work in my Polaroid I Now and they’re as expected for a Polaroid. Had no issues with expiration. Just solid pictures
66,Anthony Gonzalez,https://amazon.com/gp/profile/amzn1.account.AEQQ5OGLH2VC2QOHJTQ3B6JY6DXQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,4.0,"Buy one then see how they turn out , then if happy but A bundle!","Got them for my wife great deal for how many you get! The picture Quality it’s Ohk not the best at all it has a dark Brown tint to it , also on the bottom of the picture it has what it looks to be water marks on it! Not to happy about that ! So be aware is that !"
67,GM,https://amazon.com/gp/profile/amzn1.account.AF6LOKJA4VXXTLZRIIUYRXFSMLPA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,1.0,film came damaged,"Every time I take a photo, it doesn't develop. Yes I leave it in the dark. I bought film not in person and on amazon just this once and all my film was not developing. I cannot believe they make you pay this much for damaged products. And yes BOTH packs came fully unusable."
68,Sheresa Snyder,https://amazon.com/gp/profile/amzn1.account.AH7M6Y7Y3TMLIJDRCNINNTNXPJUA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,1.0,Polaroid Film,Poor Quality  pictures not clear very disappointed
69,pascha shepard,https://amazon.com/gp/profile/amzn1.account.AH73Y2AR3N3T3O7TAM6NUJ66BZDA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,5.0,So chic,The black is beautiful. Expensive tho.
70,Nelitha Aragon,https://amazon.com/gp/profile/amzn1.account.AFE36MCN5YQ3E7G4FC4WEJRUZ6QQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,5.0,Lo mejor,Lindisimas
71,Jessica Szymanski,https://amazon.com/gp/profile/amzn1.account.AHNGTDHK5W4STPSUH5KC3ET5C6OQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,5.0,Great quality,"LOVE the way the pictures turn out, haven’t had one issue with the quality.  Really wish you could get more than 8 pictures though."
72,DARYL TUCKER,https://amazon.com/gp/profile/amzn1.account.AFKTSWRBZPD6W76FNB6XAXY2W5OA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,3.0,wrong film,The film was displayed with film for an SX-70 so I thought it was for that camera. It isn't.
73,Amazon Customer,https://amazon.com/gp/profile/amzn1.account.AGQUP6T5KQH6HCL6O5E7O2XAS4CA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,5.0,it works,taking pictures
74,Ivan Castillo Flores ,https://amazon.com/gp/profile/amzn1.account.AGCDLMHR4JQ42KDDQS3G45Q42DRQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,5.0,buying more,love the design 👌
75,Kawleen Singh,https://amazon.com/gp/profile/amzn1.account.AGKLZGBELCXF3K2CAMG6RVRAVSVA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,1.0,Really disappointed with the bad result.,This is how the photos came as. Cool effect but what a horrible result. I wish I could return these and get a refund. What a waste of money. The one I had bought from target did a better job than this one!
76,Heeya,https://amazon.com/gp/profile/amzn1.account.AGNIEMGOEBQ4SPJWQPMMUORTVTYQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,1.0,There are many problems with the delivery.,"I ordered two, but only one was delivered."
77,Derek,https://amazon.com/gp/profile/amzn1.account.AFDA4763734CNUJHWPJHGQ76MIXQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,5.0,Great film,Got it for my polaroid collection- I have a bunch and I'm glad they make great film.
78,Erika,https://amazon.com/gp/profile/amzn1.account.AGP5USTQM73PQ237XNOISWYUHLLQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,4.0,expensive,The quality was good and all but it was way too expensive
79,Amazon Customer,https://amazon.com/gp/profile/amzn1.account.AFLKKLCHKBRFNQKCFK4DBZBAGNYQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,5.0,will buy again,"great packaging, quality product, fast shipping.  highly recommend."
80,AVE,https://amazon.com/gp/profile/amzn1.account.AF2MOHXBRPPFVEETS23WYTPU7TZA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,1.0,BAD film,Bad film. Photos are not turning out. Or are very bad quality. I am not able to return to the item because it is obviously already loaded into my camera.
81,Amazon Customer,https://amazon.com/gp/profile/amzn1.account.AFR4DX4RHPYX36L4SA7L3TQLURBA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,1.0,no good,Defective..  my pictures didn't come out. If they did it had a smudge across the picture... so upset...
82,Marianne Kornelius,https://amazon.com/gp/profile/amzn1.account.AEA6OMLDDQ5JVCMKI2P242ZYLQ2Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,5.0,Nostalgia,"Your browser does not support HTML5 video.


   I love these. I buy them as a treat to myself since they're 8 in a pack. sigh... but they're lovely to use. DO Not flap them around to develop. Leave them In a dark place for best results!"
83,Andrea D,https://amazon.com/gp/profile/amzn1.account.AEE4ETA3Y2SR2AFUKHKBBEGIDNZQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,5.0,Packaging,The film came super easy but the box was wet and damaged it felt like hopefully it’s still good ** seeing it’s a Christmas gift . *** will update
84,Dustin,https://amazon.com/gp/profile/amzn1.account.AFITII3ADS56GKBY2I543F25P2IQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,1.0,Double feeds,Double feeds and terrible picture quality
85,AMP,https://amazon.com/gp/profile/amzn1.account.AHXS5QGQ2AOZ7VSP25RVE5XWL6VQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,2.0,Not good quality,Disappointed
86,Gurjaap k,https://amazon.com/gp/profile/amzn1.account.AERVQYDWTT5TE4JKIDC2ANBWIBTA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,4.0,Amazing Item!!,It’s really great!! I just got a new camera for Christmas and I’m so happy with this film for it!!
